default,fico,dti,accts_open_past_24mths,accts_open_past_12mths,bc_credit_util,inq_past_6mths,num_bankruptcies,num_delinq_past_24mths,num_mnths_rcnt_acct,num_mort_accts,total_num_accts,total_num_open_accts
0,682.0,17.63,6.0,1.0,68.8,1.0,0.0,0.0,5.0,1.0,23.0,13.0
1,762.0,26.68,10.0,2.0,21.3,1.0,0.0,0.0,2.0,0.0,26.0,10.0
0,812.0,6.07,6.0,1.0,0.1,0.0,0.0,0.0,12.0,1.0,13.0,10.0
0,682.0,21.56,1.0,0.0,42.3,0.0,0.0,1.0,19.0,4.0,16.0,9.0
1,697.0,13.1,2.0,2.0,93.6,0.0,0.0,0.0,11.0,5.0,22.0,8.0
0,672.0,12.79,5.0,2.0,61.3,1.0,0.0,0.0,2.0,1.0,29.0,22.0
0,702.0,22.75,6.0,5.0,82.0,0.0,0.0,1.0,2.0,0.0,22.0,11.0
0,727.0,37.8,3.0,1.0,58.5,1.0,0.0,0.0,3.0,4.0,27.0,16.0
0,717.0,16.82,7.0,5.0,40.0,3.0,0.0,0.0,2.0,0.0,26.0,19.0
0,662.0,20.93,5.0,4.0,82.8,0.0,0.0,0.0,1.0,0.0,17.0,11.0
0,772.0,6.25,7.0,2.0,0.0,0.0,0.0,0.0,9.0,4.0,44.0,15.0
1,662.0,17.54,1.0,0.0,93.7,0.0,0.0,0.0,18.0,2.0,14.0,11.0
0,742.0,32.97,3.0,1.0,87.6,0.0,0.0,0.0,12.0,5.0,26.0,12.0
1,702.0,12.79,6.0,2.0,53.0,2.0,0.0,0.0,3.0,0.0,19.0,6.0
0,667.0,10.0,4.0,1.0,71.0,0.0,1.0,0.0,8.0,0.0,12.0,6.0
0,687.0,35.69,6.0,2.0,59.1,2.0,0.0,0.0,10.0,1.0,44.0,21.0
0,672.0,7.91,0.0,0.0,92.3,0.0,0.0,0.0,76.0,0.0,10.0,7.0
0,672.0,12.74,8.0,5.0,73.6,1.0,1.0,0.0,3.0,2.0,29.0,11.0
0,682.0,8.77,4.0,2.0,70.7,1.0,0.0,0.0,4.0,0.0,23.0,5.0
0,702.0,19.12,4.0,2.0,91.1,0.0,0.0,0.0,10.0,4.0,24.0,7.0
0,662.0,3.41,6.0,4.0,84.0,1.0,2.0,0.0,5.0,0.0,15.0,9.0
0,687.0,17.22,3.0,2.0,99.1,0.0,0.0,1.0,7.0,3.0,15.0,8.0
0,687.0,20.5,2.0,1.0,56.0,0.0,0.0,0.0,12.0,0.0,7.0,4.0
1,712.0,10.46,7.0,1.0,104.6,1.0,0.0,0.0,2.0,1.0,11.0,7.0
1,692.0,19.6,11.0,7.0,38.9,2.0,0.0,0.0,1.0,0.0,24.0,17.0
1,677.0,18.92,4.0,2.0,86.0,0.0,0.0,0.0,9.0,2.0,28.0,11.0
1,712.0,15.44,2.0,2.0,57.7,0.0,0.0,0.0,4.0,1.0,18.0,10.0
0,757.0,16.45,5.0,1.0,41.0,0.0,0.0,0.0,12.0,0.0,27.0,9.0
1,662.0,20.62,5.0,2.0,100.6,0.0,0.0,0.0,3.0,0.0,21.0,11.0
1,677.0,16.45,2.0,2.0,83.1,0.0,0.0,0.0,5.0,2.0,13.0,10.0
1,687.0,27.8,7.0,5.0,75.1,0.0,0.0,0.0,2.0,3.0,32.0,13.0
0,667.0,34.31,7.0,6.0,74.9,0.0,0.0,0.0,1.0,2.0,37.0,12.0
0,687.0,4.86,3.0,1.0,24.6,0.0,0.0,3.0,6.0,4.0,31.0,7.0
1,667.0,25.28,3.0,2.0,72.6,1.0,0.0,0.0,1.0,0.0,23.0,11.0
0,672.0,14.97,8.0,3.0,43.3,1.0,1.0,0.0,1.0,2.0,27.0,12.0
0,707.0,14.78,1.0,0.0,91.4,0.0,0.0,0.0,17.0,2.0,16.0,6.0
0,702.0,13.49,2.0,1.0,79.7,0.0,1.0,0.0,9.0,1.0,13.0,10.0
0,732.0,23.7,6.0,4.0,23.4,0.0,0.0,0.0,5.0,0.0,14.0,7.0
0,822.0,22.01,4.0,1.0,0.0,1.0,0.0,0.0,12.0,5.0,47.0,19.0
0,712.0,26.12,1.0,1.0,92.3,1.0,0.0,0.0,5.0,0.0,17.0,9.0
1,682.0,12.82,7.0,4.0,36.5,0.0,1.0,0.0,3.0,0.0,30.0,6.0
0,792.0,1.52,2.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,7.0,6.0
0,702.0,11.83,6.0,3.0,84.5,0.0,0.0,0.0,4.0,5.0,37.0,10.0
0,682.0,24.32,6.0,3.0,86.2,1.0,0.0,1.0,1.0,3.0,38.0,11.0
1,687.0,20.32,7.0,4.0,61.9,2.0,0.0,0.0,3.0,0.0,17.0,11.0
0,692.0,11.66,6.0,2.0,87.4,2.0,0.0,0.0,2.0,1.0,20.0,15.0
1,692.0,25.4,5.0,3.0,50.6,0.0,0.0,0.0,5.0,1.0,26.0,16.0
1,682.0,28.01,2.0,2.0,96.3,0.0,0.0,1.0,5.0,2.0,18.0,11.0
0,802.0,15.87,1.0,0.0,39.4,0.0,0.0,0.0,15.0,4.0,25.0,7.0
0,722.0,10.66,4.0,1.0,46.1,0.0,0.0,0.0,6.0,1.0,28.0,10.0
1,687.0,27.01,5.0,3.0,73.3,0.0,0.0,0.0,1.0,2.0,15.0,7.0
0,687.0,7.43,2.0,2.0,21.0,1.0,0.0,1.0,4.0,5.0,19.0,7.0
0,667.0,21.26,3.0,3.0,70.7,2.0,0.0,0.0,1.0,3.0,32.0,8.0
0,677.0,27.39,12.0,6.0,81.7,0.0,0.0,0.0,2.0,3.0,29.0,14.0
0,667.0,10.04,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,9.0,6.0
0,672.0,13.24,0.0,0.0,98.6,0.0,0.0,2.0,31.0,5.0,26.0,5.0
0,672.0,28.48,3.0,1.0,54.3,0.0,0.0,0.0,2.0,1.0,36.0,21.0
0,697.0,19.67,1.0,0.0,97.6,1.0,0.0,0.0,23.0,2.0,15.0,4.0
0,682.0,5.09,4.0,4.0,45.9,2.0,0.0,0.0,1.0,0.0,13.0,5.0
0,727.0,17.12,4.0,1.0,37.3,0.0,0.0,1.0,12.0,5.0,29.0,12.0
0,677.0,34.41,4.0,2.0,97.9,0.0,0.0,0.0,7.0,2.0,28.0,13.0
0,667.0,12.28,2.0,0.0,96.7,0.0,0.0,1.0,24.0,5.0,49.0,14.0
1,692.0,27.98,1.0,0.0,98.7,1.0,0.0,0.0,22.0,0.0,15.0,7.0
0,672.0,19.44,3.0,1.0,41.7,1.0,0.0,1.0,3.0,0.0,14.0,11.0
0,787.0,17.54,8.0,2.0,26.8,0.0,0.0,0.0,1.0,2.0,42.0,22.0
0,687.0,27.46,7.0,3.0,92.3,0.0,0.0,0.0,6.0,3.0,29.0,15.0
1,717.0,17.92,2.0,0.0,61.7,0.0,0.0,0.0,15.0,2.0,26.0,13.0
0,682.0,21.17,5.0,5.0,71.3,1.0,0.0,0.0,7.0,2.0,19.0,7.0
1,697.0,21.33,2.0,1.0,101.6,0.0,0.0,0.0,9.0,5.0,43.0,21.0
1,672.0,38.95,7.0,2.0,99.1,0.0,1.0,0.0,1.0,0.0,38.0,18.0
0,767.0,10.97,2.0,1.0,31.2,0.0,0.0,0.0,9.0,5.0,15.0,5.0
0,667.0,25.93,6.0,1.0,92.4,0.0,0.0,0.0,5.0,2.0,30.0,12.0
0,667.0,34.04,4.0,2.0,94.3,0.0,0.0,0.0,8.0,5.0,43.0,10.0
1,672.0,28.8,7.0,3.0,76.0,2.0,1.0,1.0,4.0,0.0,25.0,17.0
0,692.0,12.71,2.0,1.0,57.5,0.0,0.0,0.0,8.0,3.0,13.0,8.0
0,712.0,12.41,5.0,2.0,93.9,0.0,0.0,0.0,8.0,0.0,32.0,12.0
1,692.0,17.21,2.0,1.0,96.1,0.0,0.0,0.0,12.0,0.0,12.0,10.0
0,727.0,18.27,6.0,4.0,29.1,1.0,0.0,0.0,2.0,5.0,40.0,11.0
0,662.0,19.97,1.0,0.0,95.1,0.0,0.0,1.0,16.0,2.0,30.0,8.0
1,672.0,37.6,5.0,3.0,78.5,0.0,1.0,0.0,2.0,0.0,30.0,10.0
1,662.0,18.64,7.0,0.0,99.0,0.0,0.0,1.0,13.0,4.0,41.0,12.0
1,707.0,21.17,16.0,11.0,30.6,5.0,0.0,0.0,1.0,0.0,49.0,32.0
0,662.0,20.31,3.0,1.0,94.8,0.0,0.0,0.0,8.0,5.0,33.0,10.0
0,787.0,21.55,1.0,0.0,30.2,0.0,0.0,0.0,22.0,4.0,28.0,13.0
0,722.0,22.29,2.0,2.0,52.3,2.0,0.0,0.0,5.0,0.0,11.0,7.0
1,727.0,7.01,2.0,0.0,39.0,0.0,0.0,0.0,15.0,0.0,17.0,5.0
0,662.0,15.64,7.0,4.0,63.8,1.0,0.0,1.0,1.0,4.0,31.0,10.0
0,722.0,28.45,2.0,1.0,53.7,0.0,0.0,0.0,9.0,0.0,32.0,14.0
0,732.0,30.02,4.0,1.0,71.1,0.0,0.0,0.0,3.0,5.0,40.0,8.0
0,747.0,18.25,1.0,0.0,76.8,0.0,0.0,0.0,21.0,2.0,19.0,8.0
0,662.0,26.06,6.0,3.0,68.7,1.0,0.0,1.0,7.0,4.0,39.0,16.0
0,672.0,16.28,4.0,0.0,67.1,0.0,1.0,0.0,15.0,3.0,27.0,11.0
0,717.0,28.02,7.0,2.0,92.3,0.0,0.0,0.0,1.0,1.0,45.0,19.0
0,712.0,23.89,4.0,2.0,85.6,0.0,0.0,0.0,0.0,2.0,28.0,13.0
0,817.0,22.77,2.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,33.0,7.0
0,692.0,18.93,9.0,3.0,75.9,0.0,0.0,0.0,8.0,2.0,30.0,18.0
0,697.0,10.06,2.0,0.0,58.7,0.0,0.0,0.0,20.0,2.0,16.0,9.0
1,712.0,7.86,6.0,5.0,77.4,0.0,0.0,0.0,5.0,5.0,19.0,7.0
0,767.0,1.39,1.0,0.0,13.9,0.0,0.0,0.0,19.0,0.0,13.0,10.0
0,692.0,14.91,1.0,0.0,39.4,0.0,1.0,1.0,15.0,1.0,15.0,12.0
0,727.0,23.21,11.0,6.0,48.6,3.0,0.0,0.0,3.0,1.0,52.0,18.0
1,682.0,7.19,3.0,1.0,70.7,0.0,0.0,2.0,10.0,5.0,23.0,9.0
0,707.0,29.83,5.0,3.0,49.0,2.0,0.0,0.0,2.0,2.0,32.0,17.0
0,677.0,23.86,0.0,0.0,94.1,1.0,0.0,0.0,34.0,3.0,17.0,7.0
1,717.0,39.29,5.0,1.0,44.8,0.0,0.0,1.0,11.0,3.0,37.0,22.0
0,662.0,31.28,5.0,3.0,70.0,0.0,1.0,0.0,1.0,1.0,32.0,12.0
0,677.0,27.75,6.0,1.0,60.9,1.0,0.0,0.0,10.0,0.0,26.0,17.0
0,712.0,21.16,5.0,5.0,63.8,0.0,1.0,0.0,7.0,3.0,26.0,9.0
0,667.0,12.45,0.0,0.0,35.2,0.0,0.0,0.0,27.0,0.0,28.0,14.0
1,672.0,22.4,6.0,5.0,86.9,1.0,0.0,1.0,2.0,1.0,36.0,11.0
0,697.0,16.39,2.0,1.0,49.9,1.0,0.0,0.0,6.0,1.0,21.0,11.0
1,672.0,22.85,4.0,1.0,87.0,0.0,0.0,0.0,11.0,3.0,36.0,19.0
0,672.0,11.38,4.0,3.0,97.1,1.0,0.0,0.0,6.0,0.0,28.0,14.0
1,677.0,6.31,3.0,2.0,92.4,0.0,1.0,0.0,3.0,3.0,25.0,7.0
0,662.0,33.21,7.0,6.0,78.9,0.0,0.0,2.0,5.0,0.0,59.0,18.0
1,747.0,33.64,3.0,0.0,58.9,0.0,0.0,0.0,13.0,0.0,23.0,14.0
1,677.0,30.88,4.0,2.0,96.9,0.0,0.0,0.0,2.0,3.0,24.0,14.0
0,677.0,14.26,7.0,3.0,97.8,0.0,0.0,0.0,4.0,1.0,16.0,10.0
0,702.0,9.99,8.0,3.0,99.9,1.0,0.0,0.0,6.0,1.0,18.0,9.0
1,682.0,22.57,8.0,4.0,40.5,0.0,0.0,0.0,2.0,4.0,24.0,10.0
1,667.0,23.07,10.0,2.0,49.9,1.0,0.0,0.0,11.0,2.0,37.0,19.0
0,662.0,8.16,4.0,3.0,88.8,0.0,0.0,0.0,6.0,2.0,33.0,16.0
0,687.0,28.44,7.0,4.0,35.7,1.0,0.0,0.0,1.0,2.0,42.0,28.0
0,707.0,31.02,1.0,0.0,77.4,1.0,0.0,0.0,13.0,3.0,26.0,14.0
0,672.0,9.89,2.0,1.0,58.2,1.0,0.0,1.0,9.0,5.0,27.0,10.0
1,742.0,9.66,9.0,3.0,6.3,0.0,0.0,3.0,9.0,1.0,41.0,23.0
0,672.0,29.42,3.0,1.0,85.3,0.0,0.0,0.0,3.0,1.0,10.0,8.0
0,667.0,17.76,6.0,3.0,97.5,0.0,0.0,1.0,4.0,5.0,26.0,9.0
1,682.0,14.2,1.0,0.0,83.3,0.0,0.0,0.0,17.0,0.0,19.0,7.0
0,667.0,36.05,6.0,3.0,93.1,1.0,0.0,1.0,4.0,1.0,40.0,14.0
0,702.0,35.16,3.0,2.0,91.0,0.0,0.0,0.0,2.0,0.0,12.0,6.0
0,692.0,12.33,3.0,2.0,30.7,0.0,0.0,2.0,6.0,0.0,24.0,11.0
0,712.0,23.28,7.0,3.0,50.1,2.0,0.0,0.0,1.0,0.0,22.0,12.0
0,672.0,29.22,4.0,2.0,84.4,0.0,0.0,0.0,8.0,0.0,22.0,12.0
0,697.0,0.69,5.0,3.0,25.7,0.0,0.0,0.0,2.0,0.0,7.0,6.0
1,687.0,17.45,7.0,1.0,102.0,0.0,0.0,0.0,9.0,3.0,30.0,13.0
0,707.0,22.11,3.0,1.0,61.6,0.0,0.0,0.0,12.0,0.0,17.0,10.0
0,677.0,19.79,2.0,0.0,99.1,0.0,0.0,0.0,16.0,0.0,9.0,7.0
0,667.0,14.71,3.0,1.0,87.5,0.0,0.0,0.0,8.0,0.0,16.0,12.0
0,682.0,21.8,6.0,1.0,78.9,0.0,1.0,0.0,10.0,1.0,26.0,16.0
0,682.0,24.48,4.0,2.0,60.9,0.0,0.0,0.0,2.0,2.0,38.0,17.0
1,717.0,26.27,3.0,1.0,48.5,0.0,0.0,0.0,5.0,0.0,14.0,7.0
0,687.0,18.3,3.0,1.0,70.9,1.0,0.0,1.0,10.0,0.0,32.0,14.0
0,667.0,13.64,4.0,3.0,114.0,0.0,0.0,2.0,5.0,1.0,28.0,9.0
0,777.0,19.76,4.0,3.0,24.6,0.0,0.0,0.0,3.0,3.0,33.0,10.0
1,712.0,18.92,2.0,1.0,43.3,0.0,0.0,0.0,8.0,2.0,21.0,10.0
0,687.0,31.06,2.0,2.0,97.7,0.0,0.0,0.0,4.0,2.0,43.0,7.0
0,687.0,18.98,5.0,4.0,21.3,0.0,0.0,0.0,4.0,0.0,31.0,23.0
0,677.0,25.01,2.0,0.0,99.8,0.0,0.0,1.0,13.0,2.0,24.0,13.0
0,707.0,23.57,4.0,3.0,95.5,0.0,0.0,0.0,3.0,1.0,27.0,11.0
1,672.0,18.27,10.0,4.0,70.7,1.0,0.0,1.0,2.0,2.0,26.0,11.0
0,782.0,22.87,4.0,1.0,23.6,1.0,0.0,0.0,8.0,4.0,26.0,14.0
0,707.0,7.37,3.0,0.0,68.1,1.0,0.0,1.0,13.0,4.0,16.0,4.0
0,732.0,25.79,5.0,2.0,54.1,0.0,0.0,0.0,4.0,1.0,30.0,10.0
0,662.0,36.72,4.0,1.0,81.6,2.0,0.0,1.0,2.0,4.0,42.0,11.0
0,682.0,27.73,4.0,1.0,93.3,1.0,0.0,0.0,4.0,0.0,21.0,18.0
1,677.0,27.99,8.0,4.0,99.7,1.0,0.0,0.0,6.0,0.0,34.0,15.0
0,682.0,26.13,7.0,3.0,98.5,0.0,0.0,0.0,5.0,2.0,34.0,16.0
0,682.0,29.19,5.0,4.0,93.5,1.0,0.0,0.0,2.0,3.0,32.0,12.0
1,697.0,12.48,7.0,3.0,71.6,0.0,0.0,0.0,3.0,3.0,25.0,11.0
1,672.0,27.5,9.0,7.0,11.9,1.0,0.0,0.0,2.0,1.0,46.0,12.0
0,692.0,10.03,2.0,1.0,79.6,0.0,0.0,0.0,7.0,3.0,17.0,5.0
0,667.0,11.92,1.0,0.0,74.4,0.0,0.0,0.0,13.0,0.0,11.0,7.0
0,667.0,4.92,8.0,5.0,0.0,2.0,1.0,0.0,2.0,5.0,32.0,8.0
0,702.0,15.78,1.0,1.0,56.4,1.0,0.0,0.0,10.0,2.0,26.0,11.0
1,687.0,15.63,4.0,3.0,87.0,0.0,0.0,0.0,7.0,1.0,21.0,9.0
1,667.0,26.7,3.0,2.0,94.5,0.0,0.0,0.0,10.0,0.0,16.0,6.0
0,662.0,18.25,4.0,1.0,88.9,0.0,0.0,0.0,0.0,0.0,22.0,8.0
0,752.0,16.86,3.0,2.0,34.2,1.0,0.0,0.0,6.0,3.0,46.0,11.0
1,712.0,13.9,11.0,9.0,29.5,3.0,0.0,0.0,0.0,2.0,42.0,32.0
0,757.0,11.28,2.0,1.0,44.8,0.0,0.0,0.0,10.0,2.0,27.0,13.0
0,732.0,35.53,0.0,0.0,94.4,0.0,0.0,0.0,39.0,1.0,22.0,15.0
1,707.0,14.91,2.0,1.0,38.7,1.0,0.0,0.0,5.0,4.0,27.0,6.0
0,672.0,19.17,2.0,1.0,95.7,0.0,0.0,0.0,5.0,5.0,28.0,7.0
0,667.0,20.16,3.0,2.0,93.2,0.0,0.0,0.0,4.0,1.0,12.0,7.0
1,682.0,17.87,5.0,3.0,94.5,1.0,0.0,0.0,4.0,0.0,16.0,8.0
0,672.0,25.81,0.0,0.0,91.9,0.0,0.0,2.0,49.0,1.0,15.0,7.0
1,707.0,31.43,9.0,1.0,43.1,1.0,0.0,0.0,3.0,0.0,23.0,14.0
0,702.0,13.86,6.0,3.0,54.5,3.0,0.0,1.0,4.0,0.0,16.0,12.0
0,702.0,19.29,6.0,3.0,88.7,0.0,0.0,0.0,2.0,2.0,23.0,10.0
0,687.0,16.27,1.0,0.0,72.5,0.0,0.0,0.0,14.0,3.0,43.0,19.0
1,662.0,14.64,1.0,1.0,97.3,0.0,0.0,0.0,7.0,3.0,10.0,5.0
0,787.0,6.28,7.0,3.0,21.2,0.0,0.0,0.0,3.0,5.0,42.0,22.0
0,687.0,7.95,6.0,1.0,4.6,1.0,0.0,1.0,4.0,1.0,21.0,13.0
0,772.0,2.0,4.0,0.0,21.2,0.0,0.0,0.0,15.0,0.0,10.0,6.0
1,672.0,24.99,2.0,1.0,97.4,0.0,0.0,0.0,8.0,0.0,12.0,5.0
1,672.0,16.36,4.0,3.0,64.1,0.0,0.0,1.0,4.0,0.0,24.0,12.0
0,672.0,17.65,1.0,0.0,93.8,0.0,0.0,0.0,21.0,5.0,34.0,10.0
0,682.0,16.41,3.0,1.0,73.6,0.0,0.0,0.0,11.0,2.0,13.0,6.0
1,687.0,18.31,0.0,0.0,88.9,0.0,0.0,2.0,46.0,2.0,17.0,9.0
0,677.0,22.06,7.0,4.0,97.7,0.0,0.0,0.0,6.0,3.0,25.0,13.0
0,712.0,10.72,8.0,3.0,52.0,0.0,0.0,0.0,10.0,5.0,44.0,20.0
0,687.0,20.31,1.0,1.0,49.6,1.0,0.0,0.0,10.0,5.0,18.0,7.0
0,712.0,10.36,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,11.0
0,702.0,11.05,3.0,1.0,50.0,0.0,0.0,0.0,11.0,0.0,18.0,14.0
1,692.0,2.02,2.0,2.0,7.3,0.0,0.0,0.0,3.0,3.0,9.0,5.0
1,682.0,25.36,2.0,2.0,41.9,1.0,0.0,1.0,1.0,2.0,12.0,7.0
0,677.0,27.11,5.0,3.0,94.4,3.0,0.0,0.0,2.0,3.0,32.0,23.0
1,692.0,16.44,2.0,1.0,96.1,0.0,0.0,0.0,6.0,0.0,8.0,6.0
0,702.0,28.65,3.0,1.0,99.9,0.0,0.0,0.0,2.0,2.0,10.0,5.0
0,667.0,34.15,7.0,3.0,71.8,0.0,0.0,0.0,4.0,0.0,23.0,13.0
0,667.0,29.21,4.0,3.0,76.9,0.0,0.0,0.0,2.0,1.0,14.0,5.0
0,697.0,27.36,2.0,2.0,94.9,0.0,0.0,0.0,1.0,0.0,16.0,7.0
0,732.0,30.38,8.0,4.0,68.3,1.0,0.0,0.0,1.0,4.0,53.0,12.0
1,702.0,11.37,10.0,2.0,48.5,0.0,0.0,0.0,9.0,0.0,16.0,12.0
0,667.0,6.68,1.0,1.0,87.0,0.0,0.0,0.0,6.0,0.0,13.0,8.0
0,687.0,12.61,8.0,4.0,76.8,1.0,0.0,0.0,1.0,5.0,34.0,9.0
1,667.0,15.49,6.0,4.0,96.8,1.0,1.0,0.0,2.0,5.0,34.0,12.0
0,677.0,17.28,2.0,2.0,94.6,0.0,0.0,1.0,4.0,4.0,21.0,10.0
0,682.0,14.11,10.0,7.0,46.2,2.0,1.0,0.0,3.0,0.0,22.0,18.0
0,672.0,25.26,3.0,0.0,90.3,0.0,0.0,0.0,17.0,0.0,16.0,8.0
1,727.0,33.46,6.0,4.0,58.1,0.0,0.0,0.0,1.0,0.0,25.0,14.0
1,672.0,23.88,1.0,0.0,71.0,0.0,0.0,3.0,16.0,4.0,30.0,15.0
0,692.0,30.65,5.0,3.0,55.5,0.0,0.0,0.0,3.0,0.0,28.0,11.0
1,682.0,17.22,1.0,1.0,60.9,1.0,0.0,1.0,3.0,2.0,16.0,7.0
0,677.0,37.14,0.0,0.0,98.8,0.0,0.0,0.0,41.0,0.0,22.0,11.0
0,702.0,14.92,4.0,3.0,92.6,0.0,0.0,0.0,5.0,5.0,26.0,10.0
0,732.0,10.59,1.0,0.0,93.1,0.0,0.0,0.0,13.0,1.0,14.0,9.0
0,662.0,37.52,7.0,2.0,92.1,1.0,0.0,1.0,4.0,2.0,44.0,31.0
1,677.0,13.78,2.0,1.0,95.9,0.0,0.0,0.0,6.0,0.0,15.0,7.0
0,722.0,21.01,4.0,2.0,69.0,0.0,0.0,0.0,1.0,1.0,20.0,10.0
0,672.0,22.88,9.0,4.0,76.4,0.0,1.0,0.0,2.0,0.0,49.0,9.0
0,722.0,23.24,2.0,1.0,100.5,0.0,0.0,0.0,12.0,1.0,24.0,4.0
0,732.0,16.55,7.0,4.0,44.4,0.0,0.0,0.0,10.0,4.0,36.0,20.0
0,767.0,23.61,6.0,3.0,42.4,1.0,0.0,0.0,4.0,2.0,46.0,16.0
0,722.0,15.96,2.0,2.0,71.1,0.0,0.0,0.0,2.0,2.0,14.0,7.0
0,722.0,30.05,1.0,1.0,73.6,1.0,0.0,0.0,8.0,0.0,26.0,15.0
1,672.0,35.61,5.0,3.0,79.2,0.0,0.0,0.0,8.0,0.0,61.0,29.0
0,672.0,8.3,6.0,2.0,88.4,0.0,0.0,0.0,11.0,0.0,29.0,13.0
0,722.0,36.37,0.0,0.0,98.0,1.0,0.0,0.0,25.0,1.0,27.0,10.0
0,742.0,12.67,3.0,3.0,53.9,0.0,0.0,0.0,2.0,0.0,20.0,11.0
1,767.0,7.67,0.0,0.0,70.7,1.0,0.0,1.0,39.0,3.0,18.0,4.0
1,677.0,23.34,9.0,5.0,67.0,5.0,1.0,0.0,2.0,3.0,46.0,10.0
1,662.0,16.32,3.0,2.0,98.5,3.0,0.0,0.0,4.0,0.0,17.0,6.0
0,712.0,12.83,8.0,5.0,38.9,2.0,0.0,0.0,3.0,1.0,19.0,11.0
0,827.0,10.4,1.0,0.0,11.8,0.0,0.0,0.0,22.0,1.0,24.0,9.0
0,682.0,6.72,0.0,0.0,41.4,0.0,0.0,1.0,27.0,3.0,23.0,3.0
0,672.0,19.47,4.0,0.0,76.3,0.0,0.0,1.0,14.0,1.0,12.0,7.0
0,737.0,15.73,7.0,3.0,49.5,0.0,0.0,0.0,3.0,1.0,24.0,10.0
0,692.0,12.94,4.0,4.0,42.9,0.0,0.0,0.0,1.0,0.0,19.0,15.0
0,752.0,11.91,5.0,2.0,33.2,0.0,0.0,0.0,2.0,5.0,39.0,21.0
0,692.0,10.4,3.0,3.0,92.5,1.0,0.0,0.0,8.0,0.0,15.0,10.0
1,727.0,9.6,2.0,0.0,55.2,0.0,0.0,0.0,20.0,0.0,30.0,20.0
0,702.0,17.41,3.0,2.0,75.1,0.0,0.0,0.0,3.0,5.0,19.0,7.0
0,692.0,14.81,4.0,2.0,82.2,0.0,0.0,0.0,5.0,0.0,11.0,6.0
1,687.0,25.53,2.0,2.0,26.2,2.0,1.0,0.0,6.0,0.0,26.0,15.0
0,682.0,24.07,5.0,4.0,94.3,1.0,0.0,0.0,1.0,1.0,52.0,15.0
0,722.0,19.0,5.0,4.0,0.5,1.0,1.0,0.0,7.0,0.0,14.0,8.0
0,737.0,25.09,4.0,1.0,50.1,1.0,0.0,0.0,4.0,3.0,37.0,19.0
0,662.0,15.08,4.0,3.0,59.4,0.0,0.0,0.0,4.0,0.0,23.0,14.0
1,662.0,18.5,1.0,1.0,80.8,0.0,0.0,0.0,11.0,0.0,6.0,6.0
1,707.0,3.53,1.0,0.0,60.3,0.0,0.0,0.0,20.0,0.0,28.0,12.0
0,672.0,7.73,7.0,1.0,72.5,0.0,0.0,0.0,9.0,5.0,30.0,15.0
1,672.0,8.27,5.0,2.0,66.4,1.0,0.0,0.0,7.0,1.0,15.0,5.0
1,687.0,31.87,6.0,4.0,90.7,1.0,0.0,0.0,7.0,0.0,33.0,16.0
0,682.0,14.91,1.0,0.0,88.1,0.0,0.0,2.0,15.0,4.0,15.0,9.0
0,767.0,17.85,1.0,1.0,33.0,0.0,0.0,0.0,2.0,3.0,20.0,11.0
1,687.0,16.57,3.0,1.0,78.6,1.0,0.0,0.0,6.0,5.0,24.0,11.0
1,732.0,34.25,4.0,1.0,96.7,1.0,0.0,0.0,5.0,2.0,22.0,14.0
0,662.0,18.06,6.0,1.0,89.9,0.0,0.0,0.0,4.0,0.0,15.0,7.0
0,722.0,30.05,4.0,0.0,80.5,0.0,0.0,0.0,17.0,2.0,22.0,14.0
0,722.0,14.63,2.0,1.0,59.3,0.0,0.0,0.0,12.0,0.0,14.0,9.0
0,697.0,24.98,6.0,3.0,98.7,1.0,0.0,0.0,1.0,5.0,42.0,9.0
1,692.0,29.78,4.0,4.0,77.5,2.0,0.0,0.0,1.0,0.0,20.0,13.0
0,707.0,9.51,0.0,0.0,92.4,0.0,0.0,0.0,27.0,1.0,6.0,4.0
0,707.0,27.62,4.0,3.0,55.9,1.0,0.0,0.0,6.0,0.0,37.0,11.0
0,707.0,29.63,4.0,4.0,41.6,1.0,0.0,0.0,1.0,4.0,31.0,16.0
1,677.0,8.09,3.0,2.0,77.4,2.0,0.0,5.0,0.0,3.0,25.0,7.0
1,687.0,12.67,5.0,3.0,79.2,0.0,0.0,0.0,5.0,3.0,21.0,9.0
0,667.0,23.09,6.0,2.0,86.6,2.0,1.0,0.0,4.0,0.0,39.0,11.0
0,697.0,20.27,1.0,0.0,49.0,1.0,0.0,0.0,22.0,1.0,39.0,18.0
0,707.0,19.75,2.0,0.0,60.2,0.0,0.0,0.0,13.0,1.0,42.0,20.0
1,687.0,9.0,4.0,0.0,92.0,0.0,0.0,0.0,14.0,1.0,16.0,6.0
0,662.0,18.14,5.0,2.0,71.8,0.0,0.0,0.0,4.0,0.0,24.0,16.0
0,672.0,19.0,1.0,1.0,98.9,0.0,0.0,0.0,4.0,2.0,24.0,12.0
1,662.0,21.05,10.0,5.0,86.0,2.0,1.0,0.0,1.0,4.0,41.0,14.0
0,697.0,13.72,6.0,3.0,61.1,0.0,0.0,0.0,1.0,4.0,25.0,9.0
